"","week","Age","cases"
"433",6,9,1
"434",6,10,0
"435",6,11,2
"436",6,13,1
"437",6,14,1
"438",6,15,0
"439",6,16,0
"440",6,17,0
"441",6,18,0
"442",6,19,0
"443",6,20,0
"444",6,21,0
"445",6,22,1
"446",6,23,1
"447",6,25,4
"448",6,26,1
"449",6,27,2
"450",6,28,2
"451",6,29,2
"452",6,30,0
"453",6,31,1
"454",6,32,4
"455",6,33,2
"456",6,34,3
"457",6,35,2
"458",6,36,2
"459",6,37,2
"460",6,38,5
"461",6,39,0
"462",6,40,1
"463",6,41,1
"464",6,42,2
"465",6,45,1
"466",6,46,2
"467",6,47,0
"468",6,48,1
"469",6,49,0
"470",6,50,1
"471",6,51,2
"472",6,52,1
"473",6,53,0
"474",6,54,0
"475",6,55,1
"476",6,56,1
"477",6,57,1
"478",6,58,1
"479",6,59,0
"480",6,61,0
"481",6,62,2
"482",6,64,0
"483",6,65,0
"484",6,66,0
"485",6,70,0
"486",6,71,0
"487",6,72,1
"488",6,74,1
"489",6,75,1
"490",6,76,1
"491",6,78,0
"492",6,80,0
"493",6,86,1
"494",6,89,0
"495",6,97,1
"496",7,0,1
"497",7,1,4
"498",7,2,2
"499",7,3,1
"500",7,4,2
"501",7,5,2
"502",7,6,1
"503",7,7,1
"504",7,8,0
"505",7,10,2
"506",7,11,1
"507",7,12,2
"508",7,13,2
"509",7,14,1
"510",7,15,1
"511",7,16,0
"512",7,17,1
"513",7,19,0
"514",7,20,1
"515",7,21,0
"516",7,23,0
"517",7,24,2
"518",7,25,2
"519",7,26,0
"520",7,27,0
"521",7,28,0
"522",7,29,2
"523",7,30,3
"524",7,31,1
"525",7,32,1
"526",7,33,2
"527",7,34,1
"528",7,35,5
"529",7,36,3
"530",7,37,2
"531",7,38,3
"532",7,39,2
"533",7,41,1
"534",7,42,2
"535",7,43,0
"536",7,45,1
"537",7,46,1
"538",7,47,3
"539",7,49,1
"540",7,50,1
"541",7,51,1
"542",7,52,1
"543",7,53,0
"544",7,54,0
"545",7,56,0
"546",7,58,1
"547",7,59,1
"548",7,60,0
"549",7,62,0
"550",7,66,0
"551",7,68,1
"552",7,69,0
"553",7,72,0
"554",7,73,1
"555",7,75,0
"556",7,76,1
"557",7,77,0
"558",7,78,1
"559",7,80,1
"560",7,84,1
"561",8,1,4
"562",8,2,6
"563",8,3,4
"564",8,4,4
"565",8,5,1
"566",8,6,1
"567",8,7,0
"568",8,8,3
"569",8,9,2
"570",8,10,1
"571",8,12,1
"572",8,13,3
"573",8,14,2
"574",8,15,2
"575",8,16,2
"576",8,17,0
"577",8,18,1
"578",8,19,1
"579",8,20,1
"580",8,21,2
"581",8,22,2
"582",8,23,6
"583",8,24,4
"584",8,25,6
"585",8,26,5
"586",8,27,6
"587",8,28,4
"588",8,29,7
"589",8,30,3
"590",8,31,9
"591",8,32,4
"592",8,33,6
"593",8,34,4
"594",8,35,4
"595",8,36,8
"596",8,37,0
"597",8,38,1
"598",8,39,2
"599",8,40,5
"600",8,41,1
"601",8,42,3
"602",8,43,3
"603",8,44,0
"604",8,45,2
"605",8,46,1
"606",8,47,0
"607",8,48,1
"608",8,49,1
"609",8,50,1
"610",8,51,0
"611",8,52,2
"612",8,54,1
"613",8,56,2
"614",8,57,2
"615",8,58,3
"616",8,59,3
"617",8,60,0
"618",8,61,0
"619",8,63,2
"620",8,65,1
"621",8,66,0
"622",8,67,2
"623",8,69,0
"624",8,70,1
"625",8,71,1
"626",8,72,0
"627",8,73,1
"628",8,76,0
"629",8,78,0
"630",8,81,0
"631",8,83,0
"632",8,85,0
"633",8,86,1
"634",8,90,0
"635",9,0,1
"636",9,1,3
"637",9,2,2
"638",9,3,3
"639",9,4,1
"640",9,5,3
"641",9,6,4
"642",9,7,1
"643",9,8,3
"644",9,9,2
"645",9,11,3
"646",9,13,1
"647",9,14,2
"648",9,15,3
"649",9,16,4
"650",9,17,5
"651",9,18,2
"652",9,19,0
"653",9,21,2
"654",9,22,2
"655",9,23,4
"656",9,24,7
"657",9,25,1
"658",9,26,3
"659",9,27,7
"660",9,28,7
"661",9,29,7
"662",9,30,12
"663",9,31,6
"664",9,32,5
"665",9,33,2
"666",9,34,9
"667",9,35,2
"668",9,36,6
"669",9,37,5
"670",9,38,6
"671",9,39,6
"672",9,40,4
"673",9,41,3
"674",9,42,4
"675",9,43,3
"676",9,44,1
"677",9,45,2
"678",9,46,2
"679",9,47,4
"680",9,48,3
"681",9,49,2
"682",9,50,1
"683",9,51,2
"684",9,52,2
"685",9,53,7
"686",9,54,1
"687",9,55,3
"688",9,56,0
"689",9,57,1
"690",9,58,1
"691",9,59,2
"692",9,60,6
"693",9,61,1
"694",9,62,2
"695",9,64,0
"696",9,65,0
"697",9,66,0
"698",9,67,0
"699",9,68,3
"700",9,69,2
"701",9,70,0
"702",9,71,0
"703",9,72,4
"704",9,73,0
"705",9,75,0
"706",9,76,1
"707",9,79,1
"708",9,80,0
"709",9,82,2
"710",9,83,1
"711",9,85,0
"712",9,90,1
"713",10,1,6
"714",10,2,6
"715",10,3,4
"716",10,4,3
"717",10,5,5
"718",10,6,3
"719",10,7,2
"720",10,8,3
"721",10,9,5
"722",10,10,3
"723",10,11,0
"724",10,12,2
"725",10,13,3
"726",10,14,3
"727",10,15,2
"728",10,16,2
"729",10,17,3
"730",10,18,6
"731",10,19,6
"732",10,20,8
"733",10,21,9
"734",10,22,17
"735",10,23,17
"736",10,24,11
"737",10,25,20
"738",10,26,25
"739",10,27,26
"740",10,28,30
"741",10,29,26
"742",10,30,30
"743",10,31,33
"744",10,32,26
"745",10,33,34
"746",10,34,26
"747",10,35,23
"748",10,36,29
"749",10,37,20
"750",10,38,9
"751",10,39,22
"752",10,40,21
"753",10,41,14
"754",10,42,22
"755",10,43,17
"756",10,44,25
"757",10,45,18
"758",10,46,21
"759",10,47,9
"760",10,48,14
"761",10,49,10
"762",10,50,11
"763",10,51,20
"764",10,52,11
"765",10,53,10
"766",10,54,12
"767",10,55,6
"768",10,56,10
"769",10,57,7
"770",10,58,6
"771",10,59,7
"772",10,60,7
"773",10,61,6
"774",10,62,12
"775",10,63,6
"776",10,64,3
"777",10,65,9
"778",10,66,6
"779",10,67,4
"780",10,68,6
"781",10,69,2
"782",10,70,3
"783",10,71,4
"784",10,72,6
"785",10,73,6
"786",10,74,4
"787",10,75,5
"788",10,76,1
"789",10,77,1
"790",10,78,2
"791",10,79,1
"792",10,80,1
"793",10,81,1
"794",10,82,2
"795",10,83,5
"796",10,84,0
"797",10,85,2
"798",10,88,0
"799",10,89,0
"800",10,91,0
"801",10,92,1
"802",10,93,1
"803",11,0,2
"804",11,1,11
"805",11,2,9
"806",11,3,13
"807",11,4,11
"808",11,5,9
"809",11,6,13
"810",11,7,9
"811",11,8,8
"812",11,9,6
"813",11,10,3
"814",11,11,9
"815",11,12,4
"816",11,13,5
"817",11,14,4
"818",11,15,11
"819",11,16,12
"820",11,17,10
"821",11,18,12
"822",11,19,13
"823",11,20,24
"824",11,21,33
"825",11,22,37
"826",11,23,32
"827",11,24,35
"828",11,25,52
"829",11,26,49
"830",11,27,52
"831",11,28,66
"832",11,29,58
"833",11,30,57
"834",11,31,58
"835",11,32,69
"836",11,33,57
"837",11,34,59
"838",11,35,57
"839",11,36,58
"840",11,37,52
"841",11,38,52
"842",11,39,46
"843",11,40,46
"844",11,41,38
"845",11,42,33
"846",11,43,56
"847",11,44,35
"848",11,45,37
"849",11,46,32
"850",11,47,43
"851",11,48,36
"852",11,49,35
"853",11,50,30
"854",11,51,35
"855",11,52,31
"856",11,53,21
"857",11,54,27
"858",11,55,30
"859",11,56,24
"860",11,57,22
"861",11,58,13
"862",11,59,22
"863",11,60,24
"864",11,61,18
"865",11,62,13
"866",11,63,18
"867",11,64,12
"868",11,65,17
"869",11,66,9
"870",11,67,15
"871",11,68,10
"872",11,69,12
"873",11,70,14
"874",11,71,11
"875",11,72,6
"876",11,73,17
"877",11,74,5
"878",11,75,12
"879",11,76,12
"880",11,77,5
"881",11,78,7
"882",11,79,6
"883",11,80,3
"884",11,81,8
"885",11,82,0
"886",11,83,5
"887",11,84,2
"888",11,85,3
"889",11,86,4
"890",11,87,0
"891",11,88,2
"892",11,89,3
"893",11,90,1
"894",11,91,0
"895",11,92,0
"896",11,94,2
"897",11,95,1
"898",11,97,0
"899",12,0,23
"900",12,1,72
"901",12,2,30
"902",12,3,23
"903",12,4,9
"904",12,5,16
"905",12,6,8
"906",12,7,14
"907",12,8,9
"908",12,9,17
"909",12,10,5
"910",12,11,12
"911",12,12,9
"912",12,13,10
"913",12,14,14
"914",12,15,9
"915",12,16,12
"916",12,17,13
"917",12,18,23
"918",12,19,36
"919",12,20,43
"920",12,21,45
"921",12,22,57
"922",12,23,71
"923",12,24,59
"924",12,25,85
"925",12,26,79
"926",12,27,107
"927",12,28,93
"928",12,29,114
"929",12,30,107
"930",12,31,88
"931",12,32,100
"932",12,33,94
"933",12,34,112
"934",12,35,100
"935",12,36,78
"936",12,37,85
"937",12,38,87
"938",12,39,78
"939",12,40,98
"940",12,41,83
"941",12,42,82
"942",12,43,98
"943",12,44,66
"944",12,45,74
"945",12,46,64
"946",12,47,66
"947",12,48,55
"948",12,49,82
"949",12,50,57
"950",12,51,55
"951",12,52,51
"952",12,53,47
"953",12,54,47
"954",12,55,60
"955",12,56,41
"956",12,57,53
"957",12,58,41
"958",12,59,44
"959",12,60,48
"960",12,61,53
"961",12,62,33
"962",12,63,33
"963",12,64,26
"964",12,65,37
"965",12,66,32
"966",12,67,30
"967",12,68,35
"968",12,69,30
"969",12,70,18
"970",12,71,23
"971",12,72,26
"972",12,73,24
"973",12,74,19
"974",12,75,18
"975",12,76,24
"976",12,77,17
"977",12,78,16
"978",12,79,8
"979",12,80,15
"980",12,81,10
"981",12,82,13
"982",12,83,17
"983",12,84,9
"984",12,85,7
"985",12,86,9
"986",12,87,8
"987",12,88,6
"988",12,89,6
"989",12,90,3
"990",12,91,2
"991",12,92,3
"992",12,93,1
"993",12,94,2
"994",12,95,2
"995",12,96,0
"996",12,99,1
"997",13,0,30
"998",13,1,74
"999",13,2,29
"1000",13,3,20
"1001",13,4,16
"1002",13,5,17
"1003",13,6,10
"1004",13,7,12
"1005",13,8,10
"1006",13,9,11
"1007",13,10,17
"1008",13,11,7
"1009",13,12,12
"1010",13,13,15
"1011",13,14,11
"1012",13,15,13
"1013",13,16,17
"1014",13,17,16
"1015",13,18,17
"1016",13,19,25
"1017",13,20,35
"1018",13,21,43
"1019",13,22,55
"1020",13,23,95
"1021",13,24,84
"1022",13,25,104
"1023",13,26,103
"1024",13,27,109
"1025",13,28,105
"1026",13,29,134
"1027",13,30,160
"1028",13,31,132
"1029",13,32,106
"1030",13,33,116
"1031",13,34,118
"1032",13,35,127
"1033",13,36,133
"1034",13,37,104
"1035",13,38,111
"1036",13,39,128
"1037",13,40,124
"1038",13,41,105
"1039",13,42,106
"1040",13,43,122
"1041",13,44,112
"1042",13,45,104
"1043",13,46,113
"1044",13,47,115
"1045",13,48,87
"1046",13,49,95
"1047",13,50,83
"1048",13,51,72
"1049",13,52,107
"1050",13,53,69
"1051",13,54,96
"1052",13,55,75
"1053",13,56,82
"1054",13,57,81
"1055",13,58,59
"1056",13,59,53
"1057",13,60,77
"1058",13,61,63
"1059",13,62,60
"1060",13,63,47
"1061",13,64,53
"1062",13,65,52
"1063",13,66,52
"1064",13,67,51
"1065",13,68,51
"1066",13,69,38
"1067",13,70,46
"1068",13,71,29
"1069",13,72,27
"1070",13,73,26
"1071",13,74,35
"1072",13,75,21
"1073",13,76,15
"1074",13,77,20
"1075",13,78,25
"1076",13,79,20
"1077",13,80,16
"1078",13,81,26
"1079",13,82,19
"1080",13,83,14
"1081",13,84,16
"1082",13,85,12
"1083",13,86,12
"1084",13,87,10
"1085",13,88,8
