,week,Age,cases
349,14,77,7
350,14,78,12
351,14,79,12
352,14,80,9
353,14,81,7
354,14,82,2
355,14,83,10
356,14,84,9
357,14,85,5
358,14,86,4
359,14,87,7
360,14,88,4
361,14,89,1
362,14,90,2
363,14,91,0
364,14,92,1
365,14,93,2
366,14,94,1
367,14,96,0
368,14,97,1
369,14,99,0
370,15,0,2
371,15,1,4
372,15,2,3
373,15,3,1
374,15,4,1
375,15,6,0
376,15,8,1
377,15,9,1
378,15,12,0
379,15,14,0
380,15,15,0
381,15,16,0
382,15,18,1
383,15,20,2
384,15,21,2
385,15,22,1
386,15,23,1
387,15,24,1
388,15,25,0
389,15,26,1
390,15,27,2
391,15,28,0
392,15,29,5
393,15,30,5
394,15,31,3
395,15,32,0
396,15,33,4
397,15,34,0
398,15,35,5
399,15,36,4
400,15,37,1
401,15,38,4
402,15,39,7
403,15,40,4
404,15,41,6
405,15,42,4
406,15,43,7
407,15,44,12
408,15,45,14
409,15,46,7
410,15,47,7
411,15,48,15
412,15,49,15
413,15,50,5
414,15,51,16
415,15,52,8
416,15,53,21
417,15,54,14
418,15,55,11
419,15,56,20
420,15,57,16
421,15,58,24
422,15,59,16
423,15,60,15
424,15,61,16
425,15,62,22
426,15,63,20
427,15,64,17
428,15,65,20
429,15,66,19
430,15,67,18
431,15,68,17
432,15,69,18
433,15,70,10
434,15,71,12
435,15,72,12
436,15,73,20
437,15,74,12
438,15,75,12
439,15,76,10
440,15,77,9
441,15,78,7
442,15,79,8
443,15,80,12
444,15,81,6
445,15,82,6
446,15,83,8
447,15,84,11
448,15,85,2
449,15,86,4
450,15,87,8
451,15,88,9
452,15,89,1
453,15,90,3
454,15,91,4
455,15,92,1
456,15,93,1
457,15,94,2
458,15,95,2
459,15,96,1
460,15,97,0
461,15,98,1
462,15,99,1
463,15,100,1
464,16,0,2
465,16,1,5
466,16,2,1
467,16,3,0
468,16,4,0
469,16,7,0
470,16,8,0
471,16,9,2
472,16,10,1
473,16,14,0
474,16,16,0
475,16,17,0
476,16,18,1
477,16,19,0
478,16,20,0
479,16,21,2
480,16,22,1
481,16,23,1
482,16,24,2
483,16,25,2
484,16,26,0
485,16,27,2
486,16,28,4
487,16,29,1
488,16,30,1
489,16,31,7
490,16,32,3
491,16,33,8
492,16,34,3
493,16,35,5
494,16,36,6
495,16,37,7
496,16,38,6
497,16,39,7
498,16,40,4
499,16,41,6
500,16,42,9
501,16,43,10
502,16,44,7
503,16,45,12
504,16,46,11
505,16,47,13
506,16,48,20
507,16,49,18
508,16,50,19
509,16,51,20
510,16,52,21
511,16,53,14
512,16,54,19
513,16,55,18
514,16,56,19
515,16,57,18
516,16,58,32
517,16,59,25
518,16,60,21
519,16,61,25
520,16,62,26
521,16,63,20
522,16,64,21
523,16,65,17
524,16,66,23
525,16,67,19
526,16,68,20
527,16,69,17
528,16,70,27
529,16,71,19
530,16,72,13
531,16,73,13
532,16,74,15
533,16,75,10
534,16,76,16
535,16,77,22
536,16,78,15
537,16,79,9
538,16,80,17
539,16,81,5
540,16,82,11
541,16,83,10
542,16,84,10
543,16,85,7
544,16,86,5
545,16,87,5
546,16,88,6
547,16,89,3
548,16,90,4
549,16,91,2
550,16,92,2
551,16,93,2
552,16,94,2
553,16,95,0
554,16,96,1
555,16,97,1
556,16,99,0
557,16,100,0
558,16,101,1
559,17,0,5
560,17,1,3
561,17,2,0
562,17,3,1
563,17,6,0
564,17,7,0
565,17,8,1
566,17,10,2
567,17,13,0
568,17,14,0
569,17,15,0
570,17,17,0
571,17,18,1
572,17,19,0
573,17,20,1
574,17,21,2
575,17,22,3
576,17,23,1
577,17,24,0
578,17,25,2
579,17,26,6
580,17,27,0
581,17,28,1
582,17,29,4
583,17,30,5
584,17,31,5
585,17,32,5
586,17,33,6
587,17,34,9
588,17,35,8
589,17,36,1
590,17,37,3
591,17,38,5
592,17,39,7
593,17,40,8
594,17,41,16
595,17,42,6
596,17,43,11
597,17,44,9
598,17,45,12
599,17,46,13
600,17,47,15
601,17,48,11
602,17,49,17
603,17,50,19
604,17,51,22
605,17,52,23
606,17,53,22
607,17,54,17
608,17,55,27
609,17,56,25
610,17,57,25
611,17,58,19
612,17,59,39
613,17,60,24
614,17,61,27
615,17,62,27
616,17,63,38
617,17,64,25
618,17,65,30
619,17,66,35
620,17,67,30
621,17,68,34
622,17,69,28
623,17,70,19
624,17,71,23
625,17,72,23
626,17,73,18
627,17,74,14
628,17,75,18
629,17,76,22
630,17,77,16
631,17,78,19
632,17,79,13
633,17,80,14
634,17,81,15
635,17,82,9
636,17,83,6
637,17,84,6
638,17,85,3
639,17,86,6
640,17,87,7
641,17,88,6
642,17,89,6
643,17,90,3
644,17,91,2
645,17,92,4
646,17,93,2
647,17,94,1
648,17,95,1
649,17,96,1
650,17,97,1
651,17,100,0
652,17,101,0
653,17,103,0
654,18,0,5
655,18,1,0
656,18,3,2
657,18,5,0
658,18,8,0
659,18,10,1
660,18,12,1
661,18,13,0
662,18,14,0
663,18,15,0
664,18,16,0
665,18,17,2
666,18,18,2
667,18,19,2
668,18,20,1
669,18,21,3
670,18,22,1
671,18,23,2
672,18,24,4
673,18,25,0
674,18,26,5
675,18,27,1
676,18,28,1
677,18,29,4
678,18,30,7
679,18,31,4
680,18,32,6
681,18,33,3
682,18,34,3
683,18,35,5
684,18,36,3
685,18,37,8
686,18,38,8
687,18,39,7
688,18,40,14
689,18,41,3
690,18,42,13
691,18,43,17
692,18,44,12
693,18,45,16
694,18,46,19
695,18,47,29
696,18,48,17
697,18,49,23
698,18,50,25
699,18,51,29
700,18,52,22
701,18,53,20
702,18,54,23
703,18,55,29
704,18,56,39
705,18,57,41
706,18,58,33
707,18,59,34
708,18,60,37
709,18,61,40
710,18,62,34
711,18,63,37
712,18,64,28
713,18,65,30
714,18,66,32
715,18,67,41
716,18,68,28
717,18,69,29
718,18,70,32
719,18,71,33
720,18,72,27
721,18,73,28
722,18,74,35
723,18,75,26
724,18,76,27
725,18,77,21
726,18,78,30
727,18,79,17
728,18,80,15
729,18,81,17
730,18,82,19
731,18,83,19
732,18,84,19
733,18,85,13
734,18,86,6
735,18,87,10
736,18,88,9
737,18,89,5
738,18,90,4
739,18,91,6
740,18,92,2
741,18,93,3
742,18,94,2
743,18,95,1
744,18,96,0
745,18,97,1
746,18,98,1
747,18,99,0
748,18,101,1
749,19,0,2
750,19,1,5
751,19,2,1
752,19,3,1
753,19,4,0
754,19,5,0
755,19,6,1
756,19,7,1
757,19,11,1
758,19,12,0
759,19,13,2
760,19,14,2
761,19,17,3
762,19,18,1
763,19,19,0
764,19,20,0
765,19,21,1
766,19,22,0
767,19,23,2
768,19,24,2
769,19,25,4
770,19,26,3
771,19,27,2
772,19,28,1
773,19,29,4
774,19,30,6
775,19,31,3
776,19,32,5
777,19,33,4
778,19,34,6
779,19,35,2
780,19,36,5
781,19,37,1
782,19,38,13
783,19,39,10
784,19,40,12
785,19,41,18
786,19,42,14
787,19,43,12
788,19,44,17
789,19,45,24
790,19,46,19
791,19,47,10
792,19,48,27
793,19,49,25
794,19,50,29
795,19,51,31
796,19,52,40
797,19,53,36
798,19,54,25
799,19,55,25
800,19,56,29
801,19,57,34
802,19,58,38
803,19,59,33
804,19,60,40
805,19,61,45
806,19,62,43
807,19,63,46
808,19,64,39
809,19,65,42
810,19,66,35
811,19,67,43
812,19,68,39
813,19,69,48
814,19,70,44
815,19,71,42
816,19,72,43
817,19,73,25
818,19,74,31
819,19,75,34
820,19,76,30
821,19,77,18
822,19,78,28
823,19,79,22
824,19,80,19
825,19,81,31
826,19,82,29
827,19,83,26
828,19,84,19
829,19,85,18
830,19,86,11
831,19,87,9
832,19,88,9
833,19,89,6
834,19,90,15
835,19,91,8
836,19,92,2
837,19,93,4
838,19,94,5
839,19,95,1
840,19,96,3
841,19,98,0
842,19,99,1
843,19,100,0
844,20,0,3
845,20,1,3
846,20,2,2
847,20,6,0
848,20,9,2
849,20,10,0
850,20,11,1
851,20,14,0
852,20,15,1
853,20,16,0
854,20,17,0
855,20,19,1
856,20,20,1
857,20,21,1
858,20,22,3
859,20,23,2
860,20,24,1
861,20,25,3
862,20,26,4
863,20,27,3
864,20,28,3
865,20,29,9
866,20,30,6
867,20,31,5
868,20,32,5
869,20,33,6
870,20,34,14
871,20,35,6
872,20,36,2
873,20,37,12
874,20,38,13
875,20,39,12
876,20,40,8
877,20,41,9
878,20,42,9
879,20,43,13
880,20,44,20
881,20,45,15
882,20,46,18
883,20,47,18
884,20,48,20
885,20,49,23
886,20,50,26
887,20,51,23
888,20,52,36
889,20,53,23
890,20,54,39
891,20,55,24
892,20,56,39
893,20,57,33
894,20,58,33
895,20,59,38
896,20,60,39
897,20,61,47
898,20,62,31
899,20,63,47
900,20,64,41
901,20,65,28
902,20,66,46
903,20,67,39
904,20,68,38
905,20,69,31
906,20,70,30
907,20,71,27
908,20,72,36
909,20,73,34
910,20,74,29
911,20,75,26
912,20,76,22
913,20,77,24
914,20,78,25
915,20,79,25
916,20,80,26
917,20,81,20
918,20,82,22
919,20,83,26
920,20,84,14
921,20,85,14
922,20,86,16
923,20,87,12
924,20,88,10
925,20,89,5
926,20,90,9
927,20,91,4
928,20,92,2
929,20,93,4
930,20,94,3
931,20,95,3
932,20,96,1
933,20,97,2
934,20,98,2
935,21,0,6
936,21,1,1
937,21,3,0
938,21,4,1
939,21,6,1
940,21,9,1
941,21,10,0
942,21,11,2
943,21,13,2
944,21,14,1
945,21,15,1
946,21,16,0
947,21,17,1
948,21,19,1
949,21,20,2
950,21,21,2
951,21,22,1
952,21,23,3
953,21,24,3
954,21,25,3
955,21,26,6
956,21,27,3
957,21,28,6
958,21,29,1
959,21,30,10
960,21,31,6
961,21,32,3
962,21,33,4
963,21,34,5
964,21,35,4
965,21,36,10
966,21,37,10
967,21,38,13
968,21,39,11
969,21,40,12
970,21,41,10
971,21,42,14
972,21,43,14
973,21,44,17
974,21,45,13
975,21,46,19
976,21,47,24
977,21,48,23
978,21,49,24
979,21,50,29
980,21,51,23
981,21,52,34
982,21,53,26
983,21,54,41
984,21,55,34
985,21,56,42
986,21,57,41
987,21,58,33
988,21,59,39
989,21,60,44
990,21,61,53
991,21,62,39
992,21,63,43
993,21,64,40
994,21,65,51
995,21,66,53
996,21,67,41
997,21,68,57
998,21,69,36
999,21,70,38
1000,21,71,49
1001,21,72,42
1002,21,73,46
1003,21,74,38
1004,21,75,45
1005,21,76,37
1006,21,77,25
1007,21,78,34
1008,21,79,23
1009,21,80,30
1010,21,81,18
1011,21,82,24
1012,21,83,26
1013,21,84,24
1014,21,85,9
1015,21,86,17
1016,21,87,16
1017,21,88,8
1018,21,89,8
1019,21,90,13
1020,21,91,3
1021,21,92,4
1022,21,93,3
1023,21,94,2
1024,21,95,1
1025,21,96,3
1026,21,97,1
1027,21,98,2
1028,21,99,1
1029,21,100,0
1030,22,0,4
1031,22,1,3
1032,22,2,0
1033,22,4,2
1034,22,5,1
1035,22,6,1
1036,22,7,1
1037,22,8,1
1038,22,9,0
1039,22,11,0
1040,22,12,1
1041,22,16,1
1042,22,17,1
1043,22,18,1
1044,22,19,1
1045,22,20,2
1046,22,21,0
1047,22,22,2
1048,22,23,1
1049,22,24,3
1050,22,25,0
1051,22,26,5
1052,22,27,4
1053,22,28,8
1054,22,29,4
1055,22,30,5
1056,22,31,4
1057,22,32,6
1058,22,33,9
1059,22,34,5
1060,22,35,4
1061,22,36,3
1062,22,37,10
1063,22,38,10
1064,22,39,4
1065,22,40,6
1066,22,41,12
1067,22,42,11
1068,22,43,12
1069,22,44,20
1070,22,45,29
1071,22,46,27
1072,22,47,19
1073,22,48,21
1074,22,49,29
1075,22,50,29
1076,22,51,37
1077,22,52,43
1078,22,53,34
1079,22,54,39
1080,22,55,43
1081,22,56,46
1082,22,57,48
1083,22,58,36
1084,22,59,48
1085,22,60,40
1086,22,61,55
1087,22,62,49
1088,22,63,44
1089,22,64,47
1090,22,65,48
1091,22,66,64
1092,22,67,56
1093,22,68,58
1094,22,69,45
1095,22,70,49
1096,22,71,52
1097,22,72,51
1098,22,73,35
1099,22,74,41
1100,22,75,36
1101,22,76,40
1102,22,77,37
1103,22,78,44
1104,22,79,31
1105,22,80,36
1106,22,81,30
1107,22,82,29
1108,22,83,22
1109,22,84,18
1110,22,85,19
1111,22,86,15
1112,22,87,13
1113,22,88,13
1114,22,89,6
1115,22,90,9
1116,22,91,3
1117,22,92,4
1118,22,93,1
1119,22,94,1
1120,22,95,4
1121,22,96,2
1122,22,97,3
1123,22,98,0
1124,22,99,1
1125,22,100,0
1126,23,0,4
1127,23,1,6
1128,23,2,0
1129,23,3,3
1130,23,6,0
1131,23,9,0
1132,23,10,2
1133,23,11,1
1134,23,12,1
1135,23,14,1
1136,23,15,2
1137,23,17,3
1138,23,18,1
1139,23,19,2
1140,23,20,1
1141,23,21,5
1142,23,22,5
1143,23,23,2
1144,23,24,1
1145,23,25,4
1146,23,26,4
1147,23,27,2
1148,23,28,5
1149,23,29,4
1150,23,30,7
1151,23,31,4
1152,23,32,10
1153,23,33,7
1154,23,34,6
1155,23,35,5
1156,23,36,7
1157,23,37,9
1158,23,38,16
1159,23,39,13
1160,23,40,10
1161,23,41,17
1162,23,42,15
1163,23,43,14
1164,23,44,25
1165,23,45,16
1166,23,46,16
1167,23,47,16
1168,23,48,20
1169,23,49,35
1170,23,50,22
1171,23,51,24
1172,23,52,26
1173,23,53,49
1174,23,54,35
1175,23,55,31
1176,23,56,45
1177,23,57,41
1178,23,58,41
1179,23,59,33
1180,23,60,53
1181,23,61,41
1182,23,62,49
1183,23,63,50
1184,23,64,41
1185,23,65,55
1186,23,66,57
1187,23,67,33
1188,23,68,53
1189,23,69,44
1190,23,70,46
1191,23,71,47
1192,23,72,45
1193,23,73,54
1194,23,74,42
1195,23,75,49
1196,23,76,33
1197,23,77,36
1198,23,78,43
1199,23,79,29
1200,23,80,28
1201,23,81,36
1202,23,82,30
1203,23,83,27
1204,23,84,24
1205,23,85,12
1206,23,86,20
1207,23,87,16
1208,23,88,17
1209,23,89,4
1210,23,90,9
1211,23,91,5
1212,23,92,3
1213,23,93,3
1214,23,94,2
1215,23,95,0
1216,23,96,2
1217,23,97,1
1218,23,98,1
1219,23,100,2
1220,23,101,1
1221,23,102,1
1222,24,0,5
1223,24,1,1
1224,24,4,0
1225,24,5,2
1226,24,7,0
1227,24,10,0
1228,24,11,3
1229,24,14,1
1230,24,15,0
1231,24,16,1
1232,24,17,2
1233,24,18,0
1234,24,19,3
1235,24,20,0
1236,24,21,1
1237,24,22,6
1238,24,24,3
1239,24,25,3
1240,24,26,2
1241,24,27,5
1242,24,28,3
1243,24,29,5
1244,24,30,2
1245,24,31,5
1246,24,32,3
1247,24,33,3
1248,24,34,2
1249,24,35,5
1250,24,36,6
1251,24,37,6
1252,24,38,11
1253,24,39,9
1254,24,40,11
1255,24,41,13
1256,24,42,11
1257,24,43,13
1258,24,44,19
1259,24,45,21
1260,24,46,23
1261,24,47,16
1262,24,48,23
1263,24,49,17
1264,24,50,21
1265,24,51,24
1266,24,52,29
1267,24,53,16
1268,24,54,39
1269,24,55,35
1270,24,56,41
1271,24,57,31
1272,24,58,36
1273,24,59,38
1274,24,60,40
1275,24,61,39
1276,24,62,47
1277,24,63,48
1278,24,64,52
1279,24,65,47
1280,24,66,47
1281,24,67,54
1282,24,68,60
1283,24,69,43
1284,24,70,51
1285,24,71,47
1286,24,72,39
1287,24,73,44
1288,24,74,37
1289,24,75,36
